TimeEST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC,TimeEDT
,75.9,66.0,71,30.03,10.0,SW,5.8,-,,,Mostly Cloudy,230,2013-06-17 13:51:00,9:51 AM
,79.0,66.9,66,30.02,10.0,SW,9.2,-,,,Mostly Cloudy,230,2013-06-17 14:51:00,10:51 AM
,77.0,66.9,71,30.02,10.0,WSW,11.5,-,,,Overcast,240,2013-06-17 15:51:00,11:51 AM
,75.9,68.0,76,30.01,10.0,WSW,5.8,-,,,Overcast,250,2013-06-17 16:51:00,12:51 PM
,78.1,69.1,74,30.02,10.0,WSW,6.9,-,,,Overcast,240,2013-06-17 17:51:00,1:51 PM
,82.0,70.0,67,29.99,10.0,WSW,6.9,-,,,Mostly Cloudy,240,2013-06-17 18:51:00,2:51 PM
,84.9,69.1,59,29.97,10.0,SW,13.8,18.4,,,Mostly Cloudy,230,2013-06-17 19:51:00,3:51 PM
,86.0,69.1,57,29.94,10.0,WSW,8.1,-,,,Mostly Cloudy,240,2013-06-17 20:51:00,4:51 PM
,84.9,68.0,57,29.94,10.0,SSW,5.8,-,,,Mostly Cloudy,200,2013-06-17 21:51:00,5:51 PM
,82.0,68.0,62,29.94,10.0,SSW,9.2,-,,,Mostly Cloudy,210,2013-06-17 22:51:00,6:51 PM
,81.0,66.9,62,29.94,10.0,SW,10.4,-,,,Mostly Cloudy,220,2013-06-17 23:51:00,7:51 PM
,79.0,68.0,69,29.94,10.0,South,6.9,-,,,Mostly Cloudy,170,2013-06-18 00:51:00,8:51 PM
,78.1,68.0,71,29.96,10.0,SSW,9.2,-,0.0,,Light Drizzle,200,2013-06-18 01:51:00,9:51 PM
,77.0,69.1,76,29.98,10.0,SSW,8.1,-,0.0,Rain,Light Rain,200,2013-06-18 02:51:00,10:51 PM
,75.0,69.1,82,29.98,10.0,SW,3.5,-,0.0,,Mostly Cloudy,230,2013-06-18 03:51:00,11:51 PM
,73.0,69.1,87,29.96,10.0,WSW,5.8,-,0.0,,Mostly Cloudy,240,2013-06-18 04:51:00,12:51 AM
,73.4,69.8,88,29.97,10.0,SW,5.8,-,,,Mostly Cloudy,230,2013-06-18 05:07:00,1:07 AM
,71.1,68.0,90,29.94,10.0,SW,8.1,-,0.0,,Mostly Cloudy,230,2013-06-18 05:51:00,1:51 AM
,71.1,68.0,90,29.93,10.0,SW,9.2,-,,,Mostly Cloudy,230,2013-06-18 06:51:00,2:51 AM
,70.0,66.9,90,29.91,10.0,SW,6.9,-,,,Mostly Cloudy,230,2013-06-18 07:51:00,3:51 AM
,70.0,66.9,90,29.9,10.0,South,4.6,-,,,Mostly Cloudy,190,2013-06-18 08:51:00,4:51 AM
,69.8,66.2,88,29.92,10.0,SSW,6.9,-,,,Overcast,210,2013-06-18 09:06:00,5:06 AM
,71.6,68.0,88,29.93,10.0,SW,9.2,-,,,Overcast,220,2013-06-18 09:24:00,5:24 AM
,71.1,68.0,90,29.91,10.0,SW,8.1,-,,,Overcast,220,2013-06-18 09:51:00,5:51 AM
,72.0,68.0,87,29.93,10.0,SW,11.5,-,,,Overcast,230,2013-06-18 10:51:00,6:51 AM
,72.0,68.0,87,29.92,9.0,SW,11.5,-,0.0,Rain,Light Rain,230,2013-06-18 11:51:00,7:51 AM
,73.0,69.1,87,29.92,9.0,WSW,10.4,-,0.0,,Overcast,240,2013-06-18 12:51:00,8:51 AM
,73.9,69.1,85,29.9,10.0,WSW,11.5,-,,,Overcast,240,2013-06-18 13:51:00,9:51 AM
,75.2,69.8,83,29.91,10.0,WSW,10.4,-,,,Overcast,240,2013-06-18 14:33:00,10:33 AM
,75.0,69.1,82,29.9,10.0,SW,13.8,-,,,Overcast,230,2013-06-18 14:51:00,10:51 AM
,75.0,69.1,82,29.9,10.0,SW,11.5,-,,,Overcast,230,2013-06-18 15:51:00,11:51 AM
,78.1,70.0,76,29.87,10.0,SW,6.9,-,,,Mostly Cloudy,230,2013-06-18 16:51:00,12:51 PM
,80.6,69.8,70,29.88,10.0,SW,11.5,-,,,Mostly Cloudy,220,2013-06-18 17:27:00,1:27 PM
,78.8,69.8,74,29.88,10.0,WSW,10.4,-,,,Overcast,240,2013-06-18 17:45:00,1:45 PM
,79.0,69.1,72,29.86,10.0,WSW,9.2,-,,,Overcast,240,2013-06-18 17:51:00,1:51 PM
,82.4,69.8,66,29.87,10.0,SW,13.8,19.6,,,Mostly Cloudy,230,2013-06-18 18:14:00,2:14 PM
,82.0,70.0,67,29.83,10.0,SW,11.5,-,,,Mostly Cloudy,220,2013-06-18 18:51:00,2:51 PM
,82.0,70.0,67,29.81,10.0,SSW,10.4,-,,,Mostly Cloudy,210,2013-06-18 19:51:00,3:51 PM
,84.0,70.0,63,29.79,10.0,South,12.7,-,,,Mostly Cloudy,180,2013-06-18 20:51:00,4:51 PM
,82.9,70.0,65,29.75,10.0,SW,17.3,20.7,,,Mostly Cloudy,230,2013-06-18 21:51:00,5:51 PM
,73.9,71.1,91,29.79,3.0,WNW,11.5,20.7,0.02,Rain,Light Rain,290,2013-06-18 22:51:00,6:51 PM
,73.4,69.8,88,29.8,1.5,Variable,6.9,-,0.08,Rain,Rain,0,2013-06-18 23:07:00,7:07 PM
,71.6,69.8,94,29.8,7.0,NW,6.9,-,0.08,Rain,Light Rain,310,2013-06-18 23:13:00,7:13 PM
,71.1,68.0,90,29.81,3.0,Variable,4.6,-,0.1,Rain,Light Rain,0,2013-06-18 23:51:00,7:51 PM
,70.0,68.0,93,29.83,10.0,Calm,Calm,-,0.02,Rain,Light Rain,0,2013-06-19 00:51:00,8:51 PM
,70.0,68.0,93,29.84,10.0,Calm,Calm,-,0.0,Rain,Light Rain,0,2013-06-19 01:51:00,9:51 PM
,70.0,68.0,93,29.87,10.0,SW,3.5,-,0.0,,Overcast,230,2013-06-19 02:51:00,10:51 PM
,69.8,68.0,94,29.88,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-19 03:08:00,11:08 PM
,70.0,68.0,93,29.87,10.0,NNE,5.8,-,,,Mostly Cloudy,20,2013-06-19 03:51:00,11:51 PM
,69.8,66.2,88,29.89,10.0,NNE,8.1,17.3,,,Mostly Cloudy,30,2013-06-19 04:06:00,12:06 AM
,69.8,66.2,88,29.9,10.0,NNE,4.6,-,,,Mostly Cloudy,30,2013-06-19 04:36:00,12:36 AM
,69.1,66.0,90,29.89,10.0,NNE,4.6,-,,,Mostly Cloudy,20,2013-06-19 04:51:00,12:51 AM
,69.8,66.2,88,29.89,10.0,North,3.5,-,,,Mostly Cloudy,10,2013-06-19 05:06:00,1:06 AM
,68.0,66.0,93,29.89,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-19 05:51:00,1:51 AM
,68.0,64.9,90,29.89,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-19 06:51:00,2:51 AM
,66.9,64.9,93,29.89,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-19 07:51:00,3:51 AM
,66.9,64.9,93,29.9,9.0,Calm,Calm,-,,,Scattered Clouds,0,2013-06-19 08:51:00,4:51 AM
,64.9,63.0,93,29.92,7.0,Calm,Calm,-,,Fog,Shallow Fog,0,2013-06-19 09:51:00,5:51 AM
,66.0,64.0,93,29.95,8.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-19 10:51:00,6:51 AM
,69.1,64.9,87,29.98,9.0,NNE,3.5,-,,,Scattered Clouds,20,2013-06-19 11:51:00,7:51 AM
,72.0,64.9,78,29.99,10.0,NE,3.5,-,,,Scattered Clouds,50,2013-06-19 12:51:00,8:51 AM
,73.9,62.1,66,30.01,10.0,NE,8.1,-,,,Mostly Cloudy,50,2013-06-19 13:51:00,9:51 AM
,75.0,62.1,64,30.01,10.0,ENE,6.9,-,,,Mostly Cloudy,60,2013-06-19 14:51:00,10:51 AM
,77.0,64.0,64,30.03,10.0,East,8.1,-,,,Mostly Cloudy,100,2013-06-19 15:51:00,11:51 AM
,78.1,64.0,62,30.03,10.0,East,6.9,-,,,Mostly Cloudy,100,2013-06-19 16:51:00,12:51 PM
,79.0,64.0,60,30.04,10.0,ENE,8.1,-,,,Mostly Cloudy,70,2013-06-19 17:51:00,1:51 PM
,80.1,64.0,58,30.04,10.0,East,9.2,-,,,Overcast,80,2013-06-19 18:51:00,2:51 PM
,79.0,64.0,60,30.04,10.0,East,6.9,-,,,Mostly Cloudy,90,2013-06-19 19:51:00,3:51 PM
,78.1,64.0,62,30.03,10.0,ENE,9.2,-,,,Mostly Cloudy,70,2013-06-19 20:51:00,4:51 PM
,75.9,63.0,64,30.05,10.0,ENE,8.1,-,,,Mostly Cloudy,70,2013-06-19 22:51:00,6:51 PM
,71.1,64.9,81,30.08,10.0,ENE,5.8,-,,,Mostly Cloudy,60,2013-06-20 00:51:00,8:51 PM
,71.1,64.9,81,30.1,10.0,East,5.8,-,,,Mostly Cloudy,80,2013-06-20 01:51:00,9:51 PM
,70.0,64.9,84,30.12,10.0,East,6.9,-,,,Mostly Cloudy,80,2013-06-20 02:51:00,10:51 PM
,69.1,64.0,84,30.12,10.0,East,6.9,-,,,Mostly Cloudy,90,2013-06-20 03:51:00,11:51 PM
,66.9,63.0,87,30.14,10.0,East,5.8,-,,,Scattered Clouds,80,2013-06-20 04:51:00,12:51 AM
,66.0,62.1,87,30.14,10.0,ENE,3.5,-,,,Partly Cloudy,70,2013-06-20 05:51:00,1:51 AM
,64.9,63.0,93,30.14,10.0,ENE,3.5,-,,,Partly Cloudy,60,2013-06-20 06:51:00,2:51 AM
,66.2,62.6,88,30.15,7.0,East,5.8,-,,,Partly Cloudy,100,2013-06-20 07:39:00,3:39 AM
,66.0,63.0,90,30.14,7.0,East,4.6,-,,,Partly Cloudy,100,2013-06-20 07:51:00,3:51 AM
,66.2,62.6,88,30.17,7.0,ENE,5.8,-,,,Mostly Cloudy,60,2013-06-20 08:05:00,4:05 AM
,64.0,62.1,93,30.17,7.0,NE,5.8,-,,,Partly Cloudy,50,2013-06-20 08:51:00,4:51 AM
,63.0,61.0,93,30.19,7.0,NE,5.8,-,,,Partly Cloudy,40,2013-06-20 09:51:00,5:51 AM
,64.0,61.0,90,30.2,8.0,NE,4.6,-,,,Partly Cloudy,40,2013-06-20 10:51:00,6:51 AM
,66.0,61.0,84,30.22,10.0,NE,5.8,-,,,Partly Cloudy,50,2013-06-20 11:51:00,7:51 AM
,69.1,59.0,70,30.24,10.0,ENE,5.8,-,,,Scattered Clouds,60,2013-06-20 12:51:00,8:51 AM
,73.0,57.0,57,30.24,10.0,ENE,9.2,-,,,Partly Cloudy,70,2013-06-20 13:51:00,9:51 AM
,75.9,57.0,52,30.24,10.0,NE,6.9,-,,,Partly Cloudy,50,2013-06-20 14:51:00,10:51 AM
,77.0,55.0,47,30.24,10.0,East,9.2,-,,,Partly Cloudy,90,2013-06-20 15:51:00,11:51 AM
,79.0,57.9,48,30.24,10.0,NE,12.7,17.3,,,Scattered Clouds,50,2013-06-20 16:51:00,12:51 PM
,80.1,57.9,47,30.23,10.0,East,8.1,-,,,Scattered Clouds,80,2013-06-20 17:51:00,1:51 PM
,81.0,59.0,47,30.22,10.0,ENE,9.2,-,,,Scattered Clouds,60,2013-06-20 18:51:00,2:51 PM
,81.0,59.0,47,30.21,10.0,NE,9.2,-,,,Scattered Clouds,40,2013-06-20 19:51:00,3:51 PM
,81.0,61.0,50,30.21,10.0,NE,8.1,-,,,Scattered Clouds,50,2013-06-20 20:51:00,4:51 PM
,79.0,60.1,52,30.19,10.0,NE,8.1,-,,,Mostly Cloudy,40,2013-06-20 21:51:00,5:51 PM
,78.1,61.0,56,30.19,10.0,East,8.1,-,,,Mostly Cloudy,80,2013-06-20 22:51:00,6:51 PM
,75.9,61.0,60,30.2,10.0,ENE,5.8,-,,,Mostly Cloudy,70,2013-06-20 23:51:00,7:51 PM
,73.0,61.0,66,30.21,10.0,East,6.9,-,,,Mostly Cloudy,80,2013-06-21 00:51:00,8:51 PM
,70.0,55.9,61,30.22,10.0,ENE,6.9,-,,,Mostly Cloudy,70,2013-06-21 01:51:00,9:51 PM
,68.0,54.0,61,30.24,10.0,East,6.9,-,,,Mostly Cloudy,80,2013-06-21 02:51:00,10:51 PM
,68.0,51.1,55,30.25,10.0,East,9.2,-,,,Partly Cloudy,90,2013-06-21 03:51:00,11:51 PM
,64.9,51.1,61,30.24,10.0,East,6.9,-,,,Partly Cloudy,80,2013-06-21 04:51:00,12:51 AM
,62.1,51.1,67,30.24,10.0,East,4.6,-,,,Partly Cloudy,80,2013-06-21 05:51:00,1:51 AM
,60.1,52.0,75,30.23,10.0,NE,4.6,-,,,Partly Cloudy,50,2013-06-21 06:51:00,2:51 AM
,57.9,52.0,81,30.24,10.0,Calm,Calm,-,,,Partly Cloudy,0,2013-06-21 07:51:00,3:51 AM
,57.9,53.1,84,30.24,10.0,NNE,4.6,-,,,Partly Cloudy,30,2013-06-21 08:51:00,4:51 AM
,55.0,52.0,89,30.25,10.0,NE,4.6,-,,,Partly Cloudy,40,2013-06-21 09:51:00,5:51 AM
,59.0,55.0,87,30.26,10.0,NNE,5.8,-,,,Partly Cloudy,30,2013-06-21 10:51:00,6:51 AM
,63.0,57.9,84,30.27,10.0,NE,5.8,-,,,Partly Cloudy,50,2013-06-21 11:51:00,7:51 AM
,68.0,55.9,65,30.26,10.0,Variable,4.6,-,,,Scattered Clouds,0,2013-06-21 12:51:00,8:51 AM
,71.1,53.1,53,30.27,10.0,NNE,6.9,-,,,Partly Cloudy,20,2013-06-21 13:51:00,9:51 AM
,73.0,53.1,49,30.27,10.0,Variable,4.6,-,,,Scattered Clouds,0,2013-06-21 14:51:00,10:51 AM
,77.0,54.0,45,30.26,10.0,NNE,6.9,-,,,Scattered Clouds,30,2013-06-21 15:51:00,11:51 AM
,79.0,48.9,35,30.26,10.0,NNE,3.5,-,,,Scattered Clouds,30,2013-06-21 16:51:00,12:51 PM
,80.1,52.0,38,30.25,10.0,ENE,6.9,-,,,Scattered Clouds,60,2013-06-21 17:51:00,1:51 PM
,82.0,55.9,41,30.25,10.0,ENE,10.4,-,,,Scattered Clouds,60,2013-06-21 18:51:00,2:51 PM
,82.0,59.0,45,30.22,10.0,NE,6.9,-,,,Scattered Clouds,50,2013-06-21 19:51:00,3:51 PM
,82.0,60.1,47,30.21,10.0,ENE,8.1,-,,,Scattered Clouds,70,2013-06-21 20:51:00,4:51 PM
,79.0,60.1,52,30.21,10.0,NE,8.1,-,,,Scattered Clouds,40,2013-06-21 21:51:00,5:51 PM
,80.1,60.1,50,30.2,10.0,NNE,6.9,-,,,Scattered Clouds,30,2013-06-21 22:51:00,6:51 PM
,78.1,61.0,56,30.2,10.0,NNE,6.9,-,,,Scattered Clouds,30,2013-06-21 23:51:00,7:51 PM
,72.0,62.1,71,30.19,10.0,NE,4.6,-,,,Scattered Clouds,40,2013-06-22 00:51:00,8:51 PM
,72.0,62.1,71,30.2,10.0,ENE,3.5,-,,,Partly Cloudy,60,2013-06-22 01:51:00,9:51 PM
,72.0,63.0,73,30.21,10.0,East,9.2,-,,,Partly Cloudy,80,2013-06-22 02:51:00,10:51 PM
,70.0,64.9,84,30.2,10.0,ENE,5.8,-,,,Partly Cloudy,70,2013-06-22 03:51:00,11:51 PM
,71.1,66.0,84,30.21,10.0,East,10.4,-,,,Mostly Cloudy,90,2013-06-22 04:51:00,12:51 AM
,71.1,66.0,84,30.21,10.0,ENE,5.8,-,,,Overcast,60,2013-06-22 05:51:00,1:51 AM
,71.1,66.0,84,30.19,10.0,NE,4.6,-,,,Overcast,40,2013-06-22 06:51:00,2:51 AM
,71.1,66.9,87,30.19,10.0,NE,5.8,-,,,Overcast,50,2013-06-22 07:51:00,3:51 AM
,71.1,66.9,87,30.19,10.0,NNE,6.9,-,,,Overcast,30,2013-06-22 08:51:00,4:51 AM
,69.1,66.9,93,30.2,5.0,NE,9.2,-,,,Overcast,40,2013-06-22 09:51:00,5:51 AM
,69.1,66.0,90,30.21,7.0,NE,9.2,-,,,Overcast,50,2013-06-22 10:51:00,6:51 AM
,70.0,66.9,90,30.21,10.0,NNE,6.9,-,,,Overcast,30,2013-06-22 11:51:00,7:51 AM
,70.0,66.9,90,30.22,9.0,ENE,8.1,-,,,Overcast,60,2013-06-22 12:51:00,8:51 AM
,71.1,66.9,87,30.22,9.0,ENE,6.9,-,,,Overcast,60,2013-06-22 13:51:00,9:51 AM
,73.9,68.0,82,30.2,10.0,NE,6.9,-,,,Overcast,40,2013-06-22 14:51:00,10:51 AM
,75.2,68.0,78,30.21,10.0,NNE,6.9,-,,,Overcast,30,2013-06-22 15:13:00,11:13 AM
,78.8,68.0,69,30.22,10.0,NE,8.1,-,,,Mostly Cloudy,50,2013-06-22 15:42:00,11:42 AM
,78.1,68.0,71,30.21,10.0,NE,10.4,-,,,Mostly Cloudy,50,2013-06-22 15:51:00,11:51 AM
,78.8,68.0,69,30.21,10.0,ENE,6.9,-,,,Mostly Cloudy,60,2013-06-22 16:26:00,12:26 PM
,80.1,68.0,67,30.2,10.0,East,9.2,-,,,Mostly Cloudy,80,2013-06-22 16:51:00,12:51 PM
,80.1,69.1,69,30.18,10.0,NNE,8.1,-,0.0,,Mostly Cloudy,30,2013-06-22 17:51:00,1:51 PM
,81.0,68.0,65,30.17,10.0,SE,13.8,-,,,Mostly Cloudy,140,2013-06-22 18:51:00,2:51 PM
,75.9,69.1,79,30.16,10.0,East,12.7,-,,,Overcast,90,2013-06-22 19:51:00,3:51 PM
,78.1,68.0,71,30.15,10.0,East,12.7,-,,,Mostly Cloudy,100,2013-06-22 20:51:00,4:51 PM
,77.0,68.0,74,30.14,10.0,ENE,6.9,-,,,Mostly Cloudy,60,2013-06-22 21:51:00,5:51 PM
,75.0,66.9,76,30.12,10.0,ENE,9.2,-,,,Mostly Cloudy,70,2013-06-22 22:51:00,6:51 PM
,73.0,66.9,81,30.14,10.0,ENE,6.9,-,,,Mostly Cloudy,60,2013-06-22 23:51:00,7:51 PM
,73.0,66.9,81,30.13,10.0,Calm,Calm,-,,,Overcast,0,2013-06-23 00:51:00,8:51 PM
,71.6,68.0,88,30.15,10.0,Calm,Calm,-,,,Overcast,0,2013-06-23 01:33:00,9:33 PM
,71.1,68.0,90,30.14,9.0,Calm,Calm,-,,,Overcast,0,2013-06-23 01:51:00,9:51 PM
,71.6,68.0,88,30.15,10.0,Calm,Calm,-,,,Overcast,0,2013-06-23 02:16:00,10:16 PM
,71.1,68.0,90,30.15,10.0,Calm,Calm,-,,,Overcast,0,2013-06-23 02:51:00,10:51 PM
,69.1,66.9,93,30.16,10.0,WSW,3.5,-,,,Mostly Cloudy,250,2013-06-23 03:51:00,11:51 PM
,70.0,68.0,93,30.17,10.0,Calm,Calm,-,,,Overcast,0,2013-06-23 04:51:00,12:51 AM
,69.1,66.9,93,30.16,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 05:51:00,1:51 AM
,68.0,66.0,93,30.15,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 06:51:00,2:51 AM
,68.0,66.0,93,30.16,10.0,Calm,Calm,-,,,Scattered Clouds,0,2013-06-23 07:51:00,3:51 AM
,69.1,66.0,90,30.16,10.0,Calm,Calm,-,,,Scattered Clouds,0,2013-06-23 08:51:00,4:51 AM
,69.1,66.9,93,30.17,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 09:51:00,5:51 AM
,70.0,68.0,93,30.18,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 10:51:00,6:51 AM
,73.0,69.1,87,30.19,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 11:51:00,7:51 AM
,75.2,69.8,83,30.22,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 12:44:00,8:44 AM
,75.0,70.0,84,30.21,10.0,WSW,3.5,-,,,Mostly Cloudy,250,2013-06-23 12:51:00,8:51 AM
,78.8,69.8,74,30.23,10.0,SW,4.6,-,,,Mostly Cloudy,230,2013-06-23 13:38:00,9:38 AM
,77.0,70.0,79,30.22,10.0,Variable,3.5,-,,,Mostly Cloudy,0,2013-06-23 13:51:00,9:51 AM
,79.0,69.1,72,30.22,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 14:51:00,10:51 AM
,84.0,70.0,63,30.21,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2013-06-23 15:51:00,11:51 AM
,77.0,72.0,84,30.2,7.0,West,3.5,-,0.02,Rain,Rain,280,2013-06-23 16:51:00,12:51 PM
,82.0,71.1,69,30.19,10.0,SSE,4.6,-,0.02,,Mostly Cloudy,160,2013-06-23 17:51:00,1:51 PM
,82.9,72.0,69,30.17,10.0,SE,4.6,-,,,Mostly Cloudy,140,2013-06-23 18:51:00,2:51 PM
,84.0,71.1,65,30.14,10.0,SE,8.1,-,,,Mostly Cloudy,130,2013-06-23 19:51:00,3:51 PM
,82.0,66.9,60,30.14,10.0,South,5.8,-,,,Mostly Cloudy,170,2013-06-23 20:51:00,4:51 PM
,82.9,69.1,63,30.14,10.0,SSE,6.9,-,,,Mostly Cloudy,160,2013-06-23 21:51:00,5:51 PM
,82.0,68.0,62,30.14,10.0,SSE,6.9,-,,,Mostly Cloudy,160,2013-06-23 22:51:00,6:51 PM
,81.0,69.1,67,30.16,10.0,South,5.8,-,,,Mostly Cloudy,180,2013-06-23 23:51:00,7:51 PM
,78.1,69.1,74,30.16,10.0,SSE,8.1,-,,,Mostly Cloudy,160,2013-06-24 00:51:00,8:51 PM
,75.0,69.1,82,30.16,10.0,South,8.1,-,,,Mostly Cloudy,180,2013-06-24 01:51:00,9:51 PM
,73.9,70.0,87,30.17,10.0,South,4.6,-,,,Mostly Cloudy,170,2013-06-24 02:51:00,10:51 PM
,73.0,70.0,90,30.18,10.0,WSW,4.6,-,,,Mostly Cloudy,250,2013-06-24 03:51:00,11:51 PM
,73.0,69.1,87,30.19,10.0,SW,8.1,-,,,Mostly Cloudy,220,2013-06-24 04:51:00,12:51 AM
,72.0,69.1,91,30.2,10.0,SW,3.5,-,,,Mostly Cloudy,230,2013-06-24 05:51:00,1:51 AM
,72.0,69.1,91,30.19,10.0,WSW,4.6,-,,,Mostly Cloudy,250,2013-06-24 06:51:00,2:51 AM
,71.6,69.8,94,30.2,10.0,SW,6.9,-,,,Overcast,230,2013-06-24 07:39:00,3:39 AM
,72.0,70.0,93,30.19,10.0,WSW,5.8,-,,,Overcast,240,2013-06-24 07:51:00,3:51 AM
,73.4,69.8,88,30.2,10.0,WSW,6.9,-,,,Overcast,240,2013-06-24 08:20:00,4:20 AM
,72.0,70.0,93,30.19,10.0,SW,4.6,-,,,Mostly Cloudy,230,2013-06-24 08:51:00,4:51 AM
,71.6,69.8,94,30.2,10.0,SW,9.2,-,,,Mostly Cloudy,230,2013-06-24 09:12:00,5:12 AM
,73.0,71.1,93,30.19,10.0,WSW,8.1,-,,,Overcast,240,2013-06-24 09:51:00,5:51 AM
,73.0,71.1,93,30.19,10.0,SW,8.1,-,,,Scattered Clouds,230,2013-06-24 10:51:00,6:51 AM
,73.4,71.6,94,30.21,10.0,SW,5.8,-,,,Mostly Cloudy,230,2013-06-24 11:24:00,7:24 AM
,73.9,71.1,91,30.2,10.0,WSW,5.8,-,,,Mostly Cloudy,250,2013-06-24 11:51:00,7:51 AM
,77.0,71.6,83,30.21,10.0,SW,6.9,-,,,Scattered Clouds,230,2013-06-24 12:26:00,8:26 AM
,78.1,71.1,79,30.2,10.0,SW,8.1,-,,,Scattered Clouds,230,2013-06-24 12:51:00,8:51 AM
,78.8,71.6,78,30.22,10.0,West,9.2,-,,,Mostly Cloudy,260,2013-06-24 13:36:00,9:36 AM
,79.0,71.1,77,30.21,10.0,WSW,5.8,-,,,Mostly Cloudy,250,2013-06-24 13:51:00,9:51 AM
,81.0,71.1,72,30.21,10.0,WSW,9.2,-,,,Mostly Cloudy,250,2013-06-24 14:51:00,10:51 AM
,82.9,72.0,69,30.21,10.0,SW,5.8,-,,,Scattered Clouds,230,2013-06-24 15:51:00,11:51 AM
,86.0,71.6,62,30.22,10.0,West,8.1,-,,Thunderstorm,Thunderstorm,260,2013-06-24 16:44:00,12:44 PM
,84.9,71.1,63,30.2,10.0,WSW,10.4,-,,Thunderstorm,Thunderstorm,240,2013-06-24 16:51:00,12:51 PM
,82.0,73.9,76,30.17,10.0,WSW,6.9,-,0.0,,Mostly Cloudy,250,2013-06-24 17:51:00,1:51 PM
,87.1,71.1,59,30.14,10.0,SW,10.4,-,,,Mostly Cloudy,220,2013-06-24 18:51:00,2:51 PM
,84.9,69.1,59,30.12,10.0,WSW,10.4,-,,,Mostly Cloudy,240,2013-06-24 19:51:00,3:51 PM
,84.0,72.0,67,30.12,10.0,SSW,12.7,-,,,Mostly Cloudy,200,2013-06-24 20:51:00,4:51 PM
,84.0,72.0,67,30.1,10.0,SW,15.0,-,,,Mostly Cloudy,220,2013-06-24 21:51:00,5:51 PM
,81.0,72.0,74,30.1,10.0,SW,12.7,-,,,Mostly Cloudy,230,2013-06-24 22:51:00,6:51 PM
,79.0,71.1,77,30.12,10.0,SW,9.2,-,,,Mostly Cloudy,230,2013-06-24 23:51:00,7:51 PM
,77.0,71.1,82,30.11,10.0,WSW,8.1,-,,,Mostly Cloudy,240,2013-06-25 00:51:00,8:51 PM
,75.9,71.1,85,30.12,10.0,WSW,5.8,-,,,Mostly Cloudy,240,2013-06-25 01:51:00,9:51 PM
,73.9,69.1,85,30.13,10.0,SW,6.9,-,,,Mostly Cloudy,230,2013-06-25 02:51:00,10:51 PM
,73.0,68.0,84,30.14,10.0,SW,12.7,-,,,Mostly Cloudy,230,2013-06-25 03:51:00,11:51 PM
,71.1,68.0,90,30.12,10.0,SW,11.5,-,,,Mostly Cloudy,220,2013-06-25 04:51:00,12:51 AM
,70.0,66.9,90,30.13,10.0,WSW,4.6,-,,,Mostly Cloudy,250,2013-06-25 05:51:00,1:51 AM
,70.0,66.9,90,30.12,10.0,SW,5.8,-,,,Scattered Clouds,230,2013-06-25 06:51:00,2:51 AM
,70.0,66.9,90,30.12,10.0,SW,6.9,-,,,Scattered Clouds,220,2013-06-25 07:51:00,3:51 AM
,70.0,66.9,90,30.11,10.0,SW,5.8,-,,,Scattered Clouds,230,2013-06-25 08:51:00,4:51 AM
,70.0,66.9,90,30.12,10.0,SW,10.4,-,,,Scattered Clouds,230,2013-06-25 09:51:00,5:51 AM
,71.1,68.0,90,30.11,10.0,SW,10.4,-,,,Scattered Clouds,230,2013-06-25 10:51:00,6:51 AM
,73.9,69.1,85,30.1,10.0,SW,10.4,-,,,Scattered Clouds,230,2013-06-25 11:51:00,7:51 AM
,77.0,70.0,79,30.11,10.0,WSW,11.5,-,,,Scattered Clouds,240,2013-06-25 12:51:00,8:51 AM
,79.0,70.0,74,30.11,10.0,West,10.4,-,,,Scattered Clouds,260,2013-06-25 13:51:00,9:51 AM
,82.0,71.1,69,30.12,10.0,West,9.2,-,,,Scattered Clouds,260,2013-06-25 14:51:00,10:51 AM
,84.9,73.0,67,30.11,10.0,SW,10.4,-,,,Scattered Clouds,230,2013-06-25 15:51:00,11:51 AM
,86.0,72.0,63,30.1,10.0,WSW,8.1,-,,,Mostly Cloudy,250,2013-06-25 16:51:00,12:51 PM
,84.2,71.6,66,30.1,10.0,West,6.9,-,,Thunderstorm,Thunderstorm,260,2013-06-25 17:25:00,1:25 PM
,84.0,71.1,65,30.08,10.0,West,4.6,-,0.0,Rain-Thunderstorm,Light Thunderstorms and Rain,280,2013-06-25 17:51:00,1:51 PM
